,Name,Born,Died,Age,Gender,Class/Dept,Ticket,Fare,Cabin,Joined,Occupation,Survived?,Boat,Body,Nationality,URL
811,"PETTERSSON, Miss Elin Natalia",1893.0,1912.0,18,Female,3rd Class Passenger,347087,£7             15s             6d,,Southampton,,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/ellen-natalia-pettersson.html
812,"YūSUF, Miss Nabīah (Mary)",1909.0,1914.0,2,Female,3rd Class Passenger,2668,£22             7s             2d,[F] E69 ?,Cherbourg,,SAVED,C,,Syrian,https://www.encyclopedia-titanica.org/titanic-survivor/anna-mary-joseph-peter-joseph.html
813,"WALKER, Mr William Anderson",1863.0,1912.0,48,Male,1st Class Passenger,36967,£34                         5d,D46,Southampton,,LOST,,,"English, American",https://www.encyclopedia-titanica.org/titanic-victim/william-anderson-walker.html
814,"HANSEN, Mr Henry Damsgaard",1891.0,1912.0,20,Male,3rd Class Passenger,350029,£7             17s             1d,,Southampton,Manufacturer,LOST,,69.0,Danish,https://www.encyclopedia-titanica.org/titanic-victim/henry-damsgaard-hansen.html
815,"FRANCATELLI, Miss Laura Mabel",1880.0,1967.0,31,Female,1st Class Passenger Servant,17485,£56             18s             7d,E36,Cherbourg,Secretary,SAVED,1,,English,https://www.encyclopedia-titanica.org/titanic-survivor/laura-mabel-francatelli.html
816,"CANAVAN, Miss Mary",1889.0,1912.0,22,Female,3rd Class Passenger,364846,£7             15s,,Queenstown,,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/mary-canavan.html
817,"ČAčIć, Mr Jego Grga",1894.0,1912.0,18,Male,3rd Class Passenger,315091,£8             13s             3d,,Southampton,Farmer,LOST,,,Croatian,https://www.encyclopedia-titanica.org/titanic-victim/jego-grga-cacic.html
818,"BESSETTE, Miss Nellie Mayo",1872.0,1944.0,39,Female,1st Class Passenger Servant,17760,£63             7s             2d,C99,Cherbourg,Personal Maid,SAVED,8,,American,https://www.encyclopedia-titanica.org/titanic-survivor/nellie-bessette.html
819,"HEIKKINEN, Miss Laina Maria",1896.0,1943.0,16,Female,3rd Class Passenger,3101282,£7             18s             6d,,Southampton,,SAVED,,,Finnish,https://www.encyclopedia-titanica.org/titanic-survivor/laina-heikkinen.html
820,"KIRKLAND, Fr Charles Leonard",1841.0,1912.0,71,Male,2nd Class Passenger,219533,£12             7s,,Queenstown,Priest / Minister,LOST,,,Canadian,https://www.encyclopedia-titanica.org/titanic-victim/charles-kirkland.html
821,"DURáN I MONé, Sra. Florentina",1882.0,1959.0,30,Female,2nd Class Passenger,2148,£13             17s             2d,,Cherbourg,,SAVED,12,,Spanish,https://www.encyclopedia-titanica.org/titanic-survivor/florentina-duran-y-more.html
822,"HIPPACH, Mrs Ida Sophia",1867.0,1940.0,44,Female,1st Class Passenger,111361,£57             19s             7d,B18,Cherbourg,,SAVED,4,,American,https://www.encyclopedia-titanica.org/titanic-survivor/ida-hippach.html
823,"PEUCHEN, Major Arthur Godfrey",1859.0,1929.0,52,Male,1st Class Passenger,113786,£30             10s,C104,Southampton,,SAVED,6,,Canadian,https://www.encyclopedia-titanica.org/titanic-survivor/arthur-godfrey-peuchen.html
824,"GILBERT, Mr William",1865.0,1912.0,46,Male,2nd Class Passenger,30769,£10             10s,,Southampton,,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-gilbert.html
825,"PHILLIPS, Mr Escott Robert",1868.0,1912.0,43,Male,2nd Class Passenger,2,£21.00,,Southampton,,LOST,,,Welsh,https://www.encyclopedia-titanica.org/titanic-victim/escott-phillips.html
826,"CHAPMAN, Mrs Sarah Elizabeth",1882.0,1912.0,30,Female,2nd Class Passenger,29037,£26.00,,Southampton,,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/sara-elizabeth-chapman.html
827,"GILLESPIE, Mr William Henry",1880.0,1912.0,31,Male,2nd Class Passenger,12233,£13.00,,Southampton,Clerk,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/william-henry-gillespie.html
828,"HOSONO, Mr Masabumi",1870.0,1939.0,41,Male,2nd Class Passenger,237798,£13.00,,Southampton,Civil Servant,SAVED,10,,Japanese,https://www.encyclopedia-titanica.org/titanic-survivor/masabumi-hosono.html
829,"KLASéN, Miss Gertrud Emilia",1910.0,1912.0,1,Female,3rd Class Passenger,350405,£12             3s             8d,,Southampton,,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/gertrud-emilia-klasen.html
830,"STRANDBERG, Miss Ida Sofia",1889.0,1912.0,22,Female,3rd Class Passenger,7553,£9             16s             9d,,Southampton,,LOST,,,Finnish,https://www.encyclopedia-titanica.org/titanic-victim/ida-sofia-strandberg.html
831,"O'DWYER, Miss Ellen",1889.0,1917.0,22,Female,3rd Class Passenger,330959,£7             17s             7d,,Queenstown,,SAVED,10,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/ellen-nellie-odwyer.html
832,"ASTOR, Colonel John Jacob",1864.0,1912.0,47,Male,1st Class Passenger,17757,£247             10s             6d,C-17/C-21?,Cherbourg,Property Developer / Real Estate,LOST,,124.0,American,https://www.encyclopedia-titanica.org/titanic-victim/john-jacob-astor.html
833,"TURPIN, Mrs Dorothy Ann",1885.0,1912.0,26,Female,2nd Class Passenger,11668,£21.00,,Southampton,Housewife,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/dorothy-ann-turpin.html
834,"BIRKELAND, Mr Hans Martin Monsen",1890.0,1912.0,21,Male,3rd Class Passenger,312992,£7             15s             6d,,Southampton,Seaman,LOST,,,Norwegian,https://www.encyclopedia-titanica.org/titanic-victim/hans-martin-monsen-birkeland.html
835,"FOX, Mr Patrick",1883.0,1912.0,28,Male,3rd Class Passenger,368573,£7             15s,,Queenstown,General Labourer,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/patrick-fox.html
836,"BUCKLEY, Mr Daniel",1890.0,1918.0,21,Male,3rd Class Passenger,330920,£7             15s             17d,,Queenstown,Farm Labourer,SAVED,13,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/daniel-buckley.html
837,"SLAYTER, Miss Hilda Mary",1882.0,1965.0,30,Female,2nd Class Passenger,234818,£12             7s,,Queenstown,,SAVED,13,,Canadian,https://www.encyclopedia-titanica.org/titanic-survivor/hilda-mary-slayter.html
838,"RENOUF, Mr Peter Henry",1878.0,1912.0,33,Male,2nd Class Passenger,31027,£21.00,,Southampton,Carpenter / Joiner,LOST,,,Channel Islander,https://www.encyclopedia-titanica.org/titanic-victim/peter-henry-renouf.html
839,"DULLES, Mr William Crothers",1872.0,1912.0,39,Male,1st Class Passenger,17580,£29             14s,A18,Cherbourg,,LOST,,133.0,American,https://www.encyclopedia-titanica.org/titanic-victim/william-crothers-dulles.html
840,"AYYūB-DāHIR, Miss Bannūrah",1897.0,1970.0,15,Female,3rd Class Passenger,2687,£7             4s             7d,,Cherbourg,,SAVED,C,,Syrian,https://www.encyclopedia-titanica.org/titanic-survivor/banoura-ayoub-daher.html
841,"ANDERSEN, Mr Albert Kaurin",1878.0,1912.0,33,Male,3rd Class Passenger,4001,£22             10s             6d,,Southampton,Engineer,LOST,,260.0,Norwegian,https://www.encyclopedia-titanica.org/titanic-victim/albert-karvin-andersen.html
842,"FRöLICHER-STEHLI, Mrs Margaretha Emerentia",1864.0,1955.0,48,Female,1st Class Passenger,13567,£79             4s,B41,Cherbourg,,SAVED,5,,Swiss,https://www.encyclopedia-titanica.org/titanic-survivor/margaretha-frolicher-stehli.html
843,"BEANE, Mrs Ethel Louisa",1889.0,1983.0,22,Female,2nd Class Passenger,2908,£26.00,,Southampton,,SAVED,9,,English,https://www.encyclopedia-titanica.org/titanic-survivor/ethel-beane.html
844,"LING, Mr Lee",1884.0,1912.0,28,Male,3rd Class Passenger,1601,£56             9s             11d,,Southampton,Seaman,LOST,,,"Hong Kongese, Chinese",https://www.encyclopedia-titanica.org/titanic-victim/lee-ling.html
845,"REKIć, Mr Tido (Ejdo)",1874.0,1912.0,38,Male,3rd Class Passenger,349249,£7             17s             11d,,Southampton,General Labourer,LOST,,,Bosnian,https://www.encyclopedia-titanica.org/titanic-victim/tido-rekic.html
846,"CALDWELL, Master Alden Gates",1911.0,1992.0,10m,Male,2nd Class Passenger,248738,£29.00,,Southampton,,SAVED,13,,"American, Siamese",https://www.encyclopedia-titanica.org/titanic-survivor/alden-gates-caldwell.html
847,"CHRONOPOULOS, Mr Dimitrios M.",1891.0,1912.0,21,Male,3rd Class Passenger,2680,£14             9s             1d,,Cherbourg,General Labourer,LOST,,,Greek,https://www.encyclopedia-titanica.org/titanic-victim/dimitrios-chronopoulos.html
848,"OLSSON, Miss Elida",1881.0,1912.0,31,Female,3rd Class Passenger,350407,£7             17s             1d,,Southampton,,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/elida-olsson.html
849,"SUNDMAN, Mr Johan Julian",1867.0,1920.0,45,Male,3rd Class Passenger,3101269,£7             18s             6d,,Southampton,,SAVED,15,,Finnish,https://www.encyclopedia-titanica.org/titanic-survivor/johan-julian-sundman.html
850,"STEAD, Mr William Thomas",1849.0,1912.0,62,Male,1st Class Passenger,113514,£26             11s,C87 ?,Southampton,Journalist,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-thomas-stead.html
851,"EDVARDSSON, Mr Gustaf Hjalmar",1893.0,1912.0,18,Male,3rd Class Passenger,349912,£7             15s             6d,,Southampton,General Labourer,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/gustaf-hjalmar-edvardsson.html
852,"LEYSON, Mr Robert William Norman",1887.0,1912.0,25,Male,2nd Class Passenger,29566,£10             10s,,Southampton,Solicitor,LOST,,108.0,English,https://www.encyclopedia-titanica.org/titanic-victim/robert-leyson.html
853,"CROSBY, Mrs Catherine Elizabeth",1847.0,1920.0,64,Female,1st Class Passenger,5735,£71.00,B22,Southampton,,SAVED,7,,American,https://www.encyclopedia-titanica.org/titanic-survivor/catherine-elizabeth-crosby.html
854,"ṬANNūS MU'AWWAD, Mr Ḥannā",1877.0,1912.0,34,Male,3rd Class Passenger,2681,£6             8s             9d,,Cherbourg,Dealer,LOST,,,"Syrian,American",https://www.encyclopedia-titanica.org/titanic-victim/john-thomas-tannous.html
855,"WIDENER, Mr Harry Elkins",1885.0,1912.0,27,Male,1st Class Passenger,113503,£211             10s,C82,Southampton,Bibliophile,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/harry-elkins-widener.html
856,"NAIDENOFF, Mr Penko",1890.0,1912.0,22,Male,3rd Class Passenger,349206,£7             17s             11d,,Southampton,General Labourer,LOST,,,Bulgarian,https://www.encyclopedia-titanica.org/titanic-victim/penko-naidenoff.html
857,"WARREN, Mr Frank Manley",1848.0,1912.0,63,Male,1st Class Passenger,110813,£75             5s,D37,Cherbourg,,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/frank-manley-warren.html
858,"ASPLUND, Mrs Selma Augusta Emilia",1873.0,1964.0,38,Female,3rd Class Passenger,347077,£31             7s             9d,,Southampton,,SAVED,15,,Swedish,https://www.encyclopedia-titanica.org/titanic-survivor/selma-augusta-emilia-asplund.html
859,"SHANNON, Mr Andrew John",1876.0,1912.0,35,Male,3rd Class Passenger,370160,,,Southampton,Seaman,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/lionel-leonard.html
860,"DOUGLAS, Mr Walter Donald",1861.0,1912.0,50,Male,1st Class Passenger,17761,£106             8s             6d,C86,Cherbourg,,LOST,,62.0,American,https://www.encyclopedia-titanica.org/titanic-victim/walter-donald-douglas.html
861,"FORTUNE, Miss Mabel Helen",1888.0,1968.0,23,Female,1st Class Passenger,19950,£263.00,C23/25/27,Southampton,,SAVED,10,,Canadian,https://www.encyclopedia-titanica.org/titanic-survivor/mabel-helen-fortune.html
862,"LAM, Mr Ali",1874.0,,38,Male,3rd Class Passenger,1601,£56             9s             11d,,Southampton,Seaman,SAVED,C,,"Hong Kongese, Chinese",https://www.encyclopedia-titanica.org/titanic-survivor/ali-lam.html
863,"MCGOUGH, Mr James Robert",1876.0,1937.0,35,Male,1st Class Passenger,17473,£26             5s             9d,E25,Southampton,Buyer,SAVED,7,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/james-mcgough.html
864,"NILSSON, Miss Berta Olivia",1894.0,1976.0,18,Female,3rd Class Passenger,347066,£7             15s             6d,,Southampton,,SAVED,D,,Swedish,https://www.encyclopedia-titanica.org/titanic-survivor/berta-olivia-nilsson.html
865,"FUNK, Miss Annie Clemmer",1874.0,1912.0,38,Female,2nd Class Passenger,237671,£13.00,,Southampton,Missionary,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/annie-clemmer-funk.html
866,"GRACIE, Colonel Archibald",1859.0,1912.0,53,Male,1st Class Passenger,113780,£28             10s,C51,Southampton,Writer,SAVED,B,,American,https://www.encyclopedia-titanica.org/titanic-survivor/colonel-archibald-gracie.html
867,"SAGE, Master Anthony William",1899.0,1912.0,12,Male,3rd Class Passenger,2343,£69             11s,,Southampton,,LOST,,67.0,English,https://www.encyclopedia-titanica.org/titanic-victim/anthony-william-sage.html
868,"ALDWORTH, Mr Augustus Henry",1877.0,1912.0,35,Male,2nd Class Passenger Servant,248744,£13.00,,Southampton,Chauffeur,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/augustus-aldworth.html
869,"CONNAUGHTON, Mr Michael",1872.0,1912.0,40,Male,3rd Class Passenger,335097,£7             15s,,Queenstown,Bus Driver,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/michael-connaughton.html
870,"NICHOLLS, Mr Joseph Charles",1892.0,1912.0,19,Male,2nd Class Passenger,33112,£36             15s,,Southampton,Miner,LOST,,101.0,English,https://www.encyclopedia-titanica.org/titanic-victim/joseph-charles-nicholls.html
871,"YūSUF, Mrs Kātrīn",1889.0,1915.0,23,Female,3rd Class Passenger,2668,£22             7s             2d,,Cherbourg,,SAVED,C,,Syrian,https://www.encyclopedia-titanica.org/titanic-survivor/catherine-peter-joseph.html
872,"DEVANEY, Miss Margaret Bedelia",1891.0,1974.0,20,Female,3rd Class Passenger,330958,£7             17s             7d,,Queenstown,,SAVED,C,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/margaret-devaney.html
873,"PEACOCK, Master Albert Edward",1911.0,1912.0,7m,Male,3rd Class Passenger,3101315,£13             15s             6d,,Southampton,,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/albert-edward-peacock.html
874,"BROBäCK, Mr Karl Rudolf",1890.0,1912.0,22,Male,3rd Class Passenger,350045,£7             15s             11d,,Southampton,Decorator,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/karl-rudolf-brobeck.html
875,"WILLIAMS, Mr Leslie",1888.0,1912.0,24,Male,3rd Class Passenger,54636,£16             2s,,Southampton,Pugilist,LOST,,14.0,Welsh,https://www.encyclopedia-titanica.org/titanic-victim/leslie-williams.html
876,"ROBINS, Mr Alexander",1861.0,1912.0,50,Male,3rd Class Passenger,3337,£14             10s,,Southampton,Mason,LOST,,119.0,English,https://www.encyclopedia-titanica.org/titanic-victim/alexander-robins.html
877,"ROGERS, Mr Reginald Harry",1893.0,1912.0,18,Male,2nd Class Passenger,28004,£10             10s,,Southampton,,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/reginald-harry-rogers.html
878,"EARNSHAW, Mrs Olive",1888.0,1958.0,23,Female,1st Class Passenger,11767,£83             3s             2d,C54,Cherbourg,Of Independent Means,SAVED,7,,American,https://www.encyclopedia-titanica.org/titanic-survivor/olive-earnshaw.html
879,"COLLIS, Mr",,,,Male,1st Class Passenger Cross Channel Passenger,7,,,Southampton,,,,,,https://www.encyclopedia-titanica.org/titanic-biography/collis.html
880,"TöRNQVIST, Mr Johan Vilhelm Henrik",1886.0,1946.0,26,Male,3rd Class Passenger,370160,,,Southampton,Seaman,SAVED,,,"Swedish, American",https://www.encyclopedia-titanica.org/titanic-survivor/william-henry-tornquist.html
881,"TöRBER, Mr Ernst Wilhelm",1871.0,1912.0,41,Male,3rd Class Passenger,364511,£8             1s,,Southampton,Florist,LOST,,,"German, English",https://www.encyclopedia-titanica.org/titanic-victim/ernst-wilhelm-torber.html
882,"HART, Mr Benjamin",1864.0,1912.0,47,Male,2nd Class Passenger,13529,£26             5s,,Southampton,Builder,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/benjamin-hart.html
883,"PARTNER, Mr Austin",1871.0,1912.0,40,Male,1st Class Passenger,113043,£28             10s,C124,Southampton,Stockbroker,LOST,,166.0,English,https://www.encyclopedia-titanica.org/titanic-victim/austin-partner.html
884,"KRINS, Mr Georges Alexandre",1889.0,1912.0,23,Male,2nd Class Passenger Musician,250654,,E,Southampton,Musician,LOST,,,French,https://www.encyclopedia-titanica.org/titanic-victim/georges-krins.html
885,"GOODWIN, Mr Charles Edward",1897.0,1912.0,14,Male,3rd Class Passenger,2144,£46             18s,,Southampton,Scholar,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/charles-edward-goodwin.html
886,"RYAN, Mr Patrick",1880.0,1912.0,32,Male,3rd Class Passenger,371110,£24             3s,,Queenstown,General Labourer,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/patrick-ryan.html
887,"SWIFT, Mrs Margaret Welles",1865.0,1948.0,46,Female,1st Class Passenger,17466,£25             18s             7d,D17,Southampton,,SAVED,8,,American,https://www.encyclopedia-titanica.org/titanic-survivor/margaret-welles-swift.html
888,"MORLEY, Mr Henry Samuel",1873.0,1912.0,38,Male,2nd Class Passenger,250655,£26.00,,Southampton,Confectioner,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/henry-samuel-morley.html
889,"TU'MAH, Master Jirjis Yūsuf",1904.0,1991.0,8,Male,3rd Class Passenger,2650,£15             4s             11d,,Cherbourg,,SAVED,C,,Syrian,https://www.encyclopedia-titanica.org/titanic-survivor/georges-youssef-george-thomas-touma.html
890,"HICKMAN, Mr Stanley George",1890.0,1912.0,21,Male,2nd Class Passenger,14879,£73             10s,,Southampton,,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/stanley-hickman.html
891,"VAN BILLIARD, Master Walter John",1903.0,1912.0,9,Male,3rd Class Passenger,851,£14             10s,,Southampton,,LOST,,1.0,American,https://www.encyclopedia-titanica.org/titanic-victim/walter-john-van-billiard.html
892,"DOLING, Miss Elsie",1893.0,1972.0,18,Female,2nd Class Passenger,231919,£23.00,,Southampton,,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/elsie-doling.html
893,"BARRY, Miss Julia",1881.0,1912.0,30,Female,3rd Class Passenger,330844,£7             17s             7d,,Queenstown,Housekeeper,LOST,,,"Irish,American",https://www.encyclopedia-titanica.org/titanic-victim/julia-barry.html
894,"ARTAGAVEYTIA, Mr Ramon",1840.0,1912.0,71,Male,1st Class Passenger,17609,£49             10s             1d,,Cherbourg,Businessman,LOST,,22.0,Uruguayan,https://www.encyclopedia-titanica.org/titanic-victim/ramon-artagaveytia.html
895,"GOODWIN, Master Harold Victor",1901.0,1912.0,10,Male,3rd Class Passenger,2144,£46             18s,,Southampton,,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/harold-victor-goodwin.html
896,"RONDBERG, Mr Edvard Larsson",1889.0,1912.0,22,Male,3rd Class Passenger,347065,£7             15s             6d,,Southampton,Cook,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/edvard-larsson-rondberg.html
897,"LINDQVIST, Mr Eino William",1892.0,1958.0,20,Male,3rd Class Passenger,3101285,£7             18s             6d,,Southampton,,SAVED,15,,Finnish,https://www.encyclopedia-titanica.org/titanic-survivor/eino-william-lindqvist.html
898,"MOUTAL, Mr Rahamin Haim",1884.0,1912.0,28,Male,3rd Class Passenger,374746,£8             1s,,Southampton,Traveller,LOST,,,Turkish,https://www.encyclopedia-titanica.org/titanic-victim/rahamin-haim-moutal.html
899,"WILDING, Mr Edward",,,,Male,1st Class Passenger,,,,Belfast,Naval Architect,,,,,https://www.encyclopedia-titanica.org/titanic-biography/edward-wilding.html
900,"BROWN, Miss Amelia Mary",1893.0,1976.0,18,Female,2nd Class Passenger Servant,248733,£13.00,F33,Southampton,Cook (Personal),SAVED,11,,English,https://www.encyclopedia-titanica.org/titanic-survivor/mildred-brown.html
901,"CHERRY, Miss Gladys",1881.0,1965.0,30,Female,1st Class Passenger,110152,£86             10s,B77,Southampton,Of Independent Means,SAVED,8,,English,https://www.encyclopedia-titanica.org/titanic-survivor/gladys-cherry.html
902,"MCCOY, Miss Agnes",1882.0,1957.0,29,Female,3rd Class Passenger,367226,£23             5s,,Queenstown,,SAVED,16,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/agnes-mccoy.html
903,"BEANE, Mr Edward",1879.0,1948.0,32,Male,2nd Class Passenger,2908,£26.00,,Southampton,,SAVED,9,,English,https://www.encyclopedia-titanica.org/titanic-survivor/edward-beane.html
904,"NICHOLS, Mrs Emily",1863.0,,48,Female,1st Class Passenger Cross Channel Passenger,103,£4.00,,Southampton,,,,,English,https://www.encyclopedia-titanica.org/titanic-biography/e-nichols.html
905,"SWEET, Mr George Frederick",1897.0,1912.0,14,Male,2nd Class Passenger,220845,£65.00,,Southampton,Farm Labourer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/george-frederick-sweet.html
906,"MEO (MARTINO), Mr Alfonzo",1864.0,1912.0,48,Male,3rd Class Passenger,11206,£8             1s,,Southampton,Musician,LOST,,201.0,Italian,https://www.encyclopedia-titanica.org/titanic-victim/alfonzo-meo-martino.html
907,"CARLSSON, Mr August Sigfrid",1884.0,1912.0,28,Male,3rd Class Passenger,350042,£7             15s             11d,,Southampton,Farmer,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/august-sigfrid-carlsson.html
908,"TURPIN, Mr William John",1882.0,1912.0,29,Male,2nd Class Passenger,11668,£21.00,,Southampton,Carpenter / Joiner,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-turpin.html
909,"SCHEERLINCK, Mr Jean",1883.0,1956.0,29,Male,3rd Class Passenger,345779,£9             10s,,Southampton,,SAVED,11,,Belgian,https://www.encyclopedia-titanica.org/titanic-survivor/jean-scheerlinck.html
910,"BANFIELD, Mr Frederick James",1884.0,1912.0,28,Male,2nd Class Passenger,34068,£10             10s,,Southampton,Miner,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/frederick-james-banfield.html
911,"PARKER, Mr Clifford Richard",1894.0,1912.0,17,Male,2nd Class Passenger,14888,£10             10s,,Southampton,Clerk,LOST,,,Channel Islander,https://www.encyclopedia-titanica.org/titanic-victim/clifford-richard-parker.html
912,"STONE, Mrs Martha Evelyn",1851.0,1924.0,61,Female,1st Class Passenger,113572,£80.00,B28,Southampton,,SAVED,6,,American,https://www.encyclopedia-titanica.org/titanic-survivor/martha-evelyn-stone.html
913,"GOLDSMITH, Mrs Emily Alice",1880.0,1955.0,31,Female,3rd Class Passenger,363291,£20             10s             6d,,Southampton,,SAVED,C,,English,https://www.encyclopedia-titanica.org/titanic-survivor/emily-goldsmith.html
914,"DAVIES, Mr John",1890.0,1912.0,22,Male,3rd Class Passenger,48871,£24             3s,,Southampton,Ironworker,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/john-davies.html
915,"MOEN, Mr Sigurd Hansen",1885.0,1912.0,27,Male,3rd Class Passenger,348123,£7             13s,[F] G73,Southampton,Carpenter / Joiner,LOST,,309.0,Norwegian,https://www.encyclopedia-titanica.org/titanic-victim/sigurd-hansen-moen.html
916,"LONG, Mr Milton Clyde",1882.0,1912.0,29,Male,1st Class Passenger,113501,£30.00,D6,Southampton,,LOST,,126.0,American,https://www.encyclopedia-titanica.org/titanic-victim/milton-clyde-long.html
917,"WILLER, Mr Aaron",1875.0,1912.0,37,Male,3rd Class Passenger,3410,£8             14s             3d,,Cherbourg,,LOST,,,"Ukrainian, Russian",https://www.encyclopedia-titanica.org/titanic-victim/aaron-willer.html
918,"KLABER, Mr Herman",1870.0,1912.0,41,Male,1st Class Passenger,113028,£26             11s,C124,Southampton,Businessman,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/herman-klaber.html
919,"HAAS, Miss Aloisia",1888.0,1912.0,24,Female,3rd Class Passenger,349236,£8             17s,R190,Southampton,General Labourer,LOST,,,Swiss,https://www.encyclopedia-titanica.org/titanic-victim/aloisia-haas.html
920,"MOLSON, Mr Harry Markland",1856.0,1912.0,55,Male,1st Class Passenger,113787,£30             10s,C30,Southampton,Businessman,LOST,,,Canadian,https://www.encyclopedia-titanica.org/titanic-victim/harry-molson.html
921,"MCEVOY, Mr Michael",1892.0,1912.0,20,Male,3rd Class Passenger,36568,£15             10s,,Queenstown,Farm Labourer,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/michael-mcevoy.html
922,"NASR-RIZQ, Mr Su'ādah Ḥannā",1892.0,1912.0,20,Male,3rd Class Passenger,2676,£7             4s             6d,,Cherbourg,,LOST,,,Syrian,https://www.encyclopedia-titanica.org/titanic-victim/saade-nassr-rizq.html
923,"SAGE, Mrs Annie Elizabeth",1867.0,1912.0,44,Female,3rd Class Passenger,2343,£69             11s,,Southampton,,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/annie-elizabeth-sage.html
924,"ANDERSSON, Miss Ingeborg Constanzia",1902.0,1912.0,9,Female,3rd Class Passenger,347082,£31             5s             6d,,Southampton,,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/ingeborg-constanzia-andersson.html
925,"WARE, Mr John James",1865.0,1912.0,46,Male,2nd Class Passenger,31352,£21.00,,Southampton,Carpenter / Joiner,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/john-james-ware.html
926,"MOORE, Mr Clarence",1865.0,1912.0,47,Male,1st Class Passenger,113796,£42             8s,,Southampton,Businessman,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/clarence-moore.html
927,"DANBOM, Master Gilbert Sigvard Emanuel",1911.0,1912.0,4m,Male,3rd Class Passenger,347080,£14             8s,,Southampton,,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/gilbert-sigvard-emanuel-danbom.html
928,"ALLISON, Mr Hudson Joshua Creighton",1881.0,1912.0,30,Male,1st Class Passenger,113781,£151             16s,C22/26,Southampton,Businessman,LOST,,135.0,Canadian,https://www.encyclopedia-titanica.org/titanic-victim/hudson-joshua-creighton.html
929,"DAVIES, Mr Evan Lewis",1890.0,1912.0,22,Male,3rd Class Passenger,23568,£8             1s,,Southampton,Miner,LOST,,,Welsh,https://www.encyclopedia-titanica.org/titanic-victim/evan-davies.html
930,"CALDWELL, Mrs Sylvia Mae",1883.0,1965.0,28,Female,2nd Class Passenger,248738,£29.00,,Southampton,,SAVED,13,,American,https://www.encyclopedia-titanica.org/titanic-survivor/sylvia-caldwell.html
931,"FUTRELLE, Mr Jacques Heath",1875.0,1912.0,37,Male,1st Class Passenger,113803,£53             2s,C123 ?,Southampton,Writer,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/jacques-futrelle.html
932,"WILLARD, Miss Constance",1890.0,1964.0,21,Female,1st Class Passenger,113795,£26             11s,,Southampton,,SAVED,8,,American,https://www.encyclopedia-titanica.org/titanic-survivor/constance-willard.html
933,"PETERS, Miss Catherine",1884.0,1912.0,27,Female,3rd Class Passenger,330935,£8             2s             9d,,Queenstown,,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/katie-peters.html
